datum,ID,zamestnanec,pocet_transakci,transakce_za_hod,SOS_sec,AGC,smena_zacatek,smena_konec,trvani_hodin,log_transakce_za_hod,log_agc,anomalie,skore,duvod
2025-01-12,137,#17,20.0,5.0,42.0,184.75,2025-01-12 11:00:00,2025-01-12 15:00:00,4.0,1.791759469228055,5.224401683597868,False,0.16861688917260859,
2025-01-12,141,#30,11.0,2.75,44.0,165.93,2025-01-12 03:00:00,2025-01-12 07:00:00,4.0,1.3217558399823195,5.117574562867297,False,0.09170482191150697,
2025-01-12,139,#26,34.0,4.857142857142857,30.0,158.28,2025-01-12 15:00:00,2025-01-12 22:00:00,7.0,1.7676619176489945,5.070663659755941,False,0.21075493015048974,
2025-01-13,153,#7,28.0,4.0,21.0,108.85,2025-01-13 00:00:00,2025-01-13 07:00:00,7.0,1.6094379124341005,4.699115798830619,False,0.10984857093093686,
2025-01-13,154,#9,25.0,4.166666666666667,23.0,131.35,2025-01-13 14:00:00,2025-01-13 20:00:00,6.0,1.642227735257091,4.88544992867311,False,0.17278369700813745,
2025-01-13,149,#11,10.0,1.4285714285714286,38.0,177.87,2025-01-13 15:00:00,2025-01-13 22:00:00,7.0,0.8873031950009028,5.186659285005154,False,0.024841822463199437,
2025-01-13,151,#21,27.0,4.5,38.0,184.52,2025-01-13 08:00:00,2025-01-13 14:00:00,6.0,1.7047480922384253,5.223162692947276,False,0.18806005879332494,
2025-01-14,165,#3,14.0,3.5,23.0,106.9,2025-01-14 00:00:00,2025-01-14 04:00:00,4.0,1.5040773967762742,4.681204872264089,False,0.11096477188572929,
2025-01-14,166,#6,16.0,2.2857142857142856,41.0,168.3,2025-01-14 08:00:00,2025-01-14 15:00:00,7.0,1.1895840668738362,5.13167228913909,False,0.0873432254452905,
2025-01-14,162,#21,20.0,4.0,28.0,143.15,2025-01-14 09:00:00,2025-01-14 14:00:00,5.0,1.6094379124341005,4.970854424084411,False,0.19913242865754216,
2025-01-14,163,#29,33.0,4.714285714285714,22.0,125.91,2025-01-14 15:00:00,2025-01-14 22:00:00,7.0,1.742969305058623,4.843478173822073,False,0.15475614551868183,
2025-01-15,178,#2,47.0,5.875,25.0,145.29,2025-01-15 14:00:00,2025-01-15 22:00:00,8.0,1.927891643552635,4.985590952989995,False,0.20371110746829885,
2025-01-15,179,#3,12.0,3.0,25.0,117.02,2025-01-15 03:00:00,2025-01-15 07:00:00,4.0,1.3862943611198906,4.770854101629023,False,0.12956734171408085,
2025-01-15,175,#21,31.0,5.166666666666667,36.0,148.96,2025-01-15 08:00:00,2025-01-15 14:00:00,6.0,1.8191584434161692,5.010368591867711,False,0.20335359991316782,
2025-01-16,191,#7,21.0,5.25,25.0,138.14,2025-01-16 00:00:00,2025-01-16 04:00:00,4.0,1.8325814637483104,4.935480620495495,False,0.20514676639801216,
2025-01-16,187,#21,42.0,6.0,44.0,138.66,2025-01-16 09:00:00,2025-01-16 16:00:00,7.0,1.9459101490553128,4.939210897417889,False,0.1250834342671862,
2025-01-16,189,#29,42.0,7.0,26.0,117.74,2025-01-16 16:00:00,2025-01-16 22:00:00,6.0,2.079441541679836,4.776936228842529,False,0.1511883894992901,
2025-01-17,202,#2,32.0,4.0,25.0,137.29,2025-01-17 14:00:00,2025-01-17 22:00:00,8.0,1.6094379124341005,4.929352929476567,False,0.19087840221347446,
2025-01-17,203,#7,28.0,7.0,20.0,129.52,2025-01-17 00:00:00,2025-01-17 04:00:00,4.0,2.079441541679836,4.87152647172512,False,0.12955199193739741,
2025-01-17,199,#21,24.0,4.0,30.0,166.04,2025-01-17 09:00:00,2025-01-17 15:00:00,6.0,1.6094379124341005,5.118233304694273,False,0.19716271629462345,
2025-01-17,201,#25,23.0,2.555555555555556,27.0,136.76,2025-01-17 14:00:00,2025-01-17 23:00:00,9.0,1.2685113254635072,4.92551304067942,False,0.13350496646966803,
2025-01-18,213,#1,54.0,6.75,27.0,176.42,2025-01-18 14:00:00,2025-01-18 22:00:00,8.0,2.0476928433652555,5.178519803092441,False,0.19575074909748125,
2025-01-18,216,#3,29.0,7.25,24.0,170.55,2025-01-18 00:00:00,2025-01-18 04:00:00,4.0,2.110213200346589,5.144874769304459,False,0.18146862890824872,
2025-01-18,217,#4,21.0,3.5,32.0,129.04,2025-01-18 08:00:00,2025-01-18 14:00:00,6.0,1.5040773967762742,4.867842095435704,False,0.16722459640484166,
2025-01-18,218,#7,27.0,6.75,25.0,134.66,2025-01-18 03:00:00,2025-01-18 07:00:00,4.0,2.0476928433652555,4.9101517555179335,False,0.18522729998844267,
2025-01-18,215,#30,13.0,2.6,21.0,117.41,2025-01-18 17:00:00,2025-01-18 22:00:00,5.0,1.2809338454620645,4.774153178342865,False,0.07485593687269376,
2025-01-19,229,#3,18.0,3.6,16.0,108.83,2025-01-19 03:00:00,2025-01-19 08:00:00,5.0,1.5260563034950494,4.698933715800255,False,0.03839301741220713,
2025-01-19,230,#7,37.0,5.285714285714286,22.0,159.95,2025-01-19 16:00:00,2025-01-19 23:00:00,7.0,1.838279484862948,5.081093757744817,False,0.17609362120446914,
2025-01-19,225,#23,14.0,3.5,44.0,164.44,2025-01-19 00:00:00,2025-01-19 04:00:00,4.0,1.5040773967762742,5.108608591320064,False,0.13693999936442125,
2025-01-19,228,#30,10.0,3.333333333333333,21.0,98.01,2025-01-19 00:00:00,2025-01-19 03:00:00,3.0,1.4663370687934272,4.595220855134423,False,0.06707090904498314,
2025-01-19,226,#26,26.0,5.2,35.0,173.09,2025-01-19 11:00:00,2025-01-19 16:00:00,5.0,1.8245492920510455,5.159572406870627,False,0.21220863035676812,
2025-01-20,238,#1,55.0,6.111111111111111,25.0,143.36,2025-01-20 13:00:00,2025-01-20 22:00:00,9.0,1.9616585060234524,4.972310179774588,False,0.20172487064867356,
2025-01-20,243,#7,13.0,4.333333333333333,27.0,152.73,2025-01-20 21:00:00,2025-01-21 00:00:00,3.0,1.6739764335716716,5.035197816924508,False,0.20204577742806074,
2025-01-20,239,#21,23.0,3.8333333333333335,39.0,163.46,2025-01-20 08:00:00,2025-01-20 14:00:00,6.0,1.575536360758419,5.1026673795427495,False,0.17676095890900012,
2025-01-20,240,#23,16.0,4.0,24.0,129.13,2025-01-20 03:00:00,2025-01-20 07:00:00,4.0,1.6094379124341005,4.868533950788666,False,0.17997698300771936,
2025-01-21,255,#7,22.0,4.4,20.0,160.93,2025-01-21 00:00:00,2025-01-21 05:00:00,5.0,1.6863989535702286,5.08716414308538,False,0.1322809560112181,
2025-01-21,251,#21,50.0,6.25,26.0,150.45,2025-01-21 08:00:00,2025-01-21 16:00:00,8.0,1.9810014688665836,5.020255537473246,False,0.20301313078147754,
2025-01-21,253,#29,31.0,5.166666666666667,35.0,227.26,2025-01-21 16:00:00,2025-01-21 22:00:00,6.0,1.8191584434161692,5.430485330125454,False,0.15542414277549305,
2025-01-22,266,#7,37.0,5.285714285714286,21.0,156.5,2025-01-22 00:00:00,2025-01-22 07:00:00,7.0,1.838279484862948,5.059425458265688,False,0.16095401772646356,
2025-01-22,263,#14,41.0,5.857142857142857,42.0,164.73,2025-01-22 15:00:00,2025-01-22 22:00:00,7.0,1.9252908618525777,5.110359958135453,False,0.17450637289891985,
2025-01-22,264,#21,42.0,6.0,38.0,185.66,2025-01-22 09:00:00,2025-01-22 16:00:00,7.0,1.9459101490553128,5.2292887801376,False,0.1940116944422524,
2025-01-23,276,#3,22.0,5.5,29.0,166.07,2025-01-23 00:00:00,2025-01-23 04:00:00,4.0,1.8718021769015916,5.118412886269687,False,0.2106350218173918,
2025-01-23,278,#7,12.0,4.0,24.0,92.81,2025-01-23 04:00:00,2025-01-23 07:00:00,3.0,1.6094379124341005,4.541271460137859,False,0.0772215129826972,
2025-01-23,279,#9,10.0,1.6666666666666667,28.0,110.16,2025-01-23 16:00:00,2025-01-23 22:00:00,6.0,0.9808292530117262,4.710970604874303,False,0.027767436422790448,
2025-01-23,274,#21,30.0,5.0,27.0,186.32,2025-01-23 08:00:00,2025-01-23 14:00:00,6.0,1.791759469228055,5.232818384315341,False,0.19241773949266477,
2025-01-23,275,#26,50.0,5.555555555555555,37.0,199.26,2025-01-23 14:00:00,2025-01-23 23:00:00,9.0,1.8803128665695,5.299616522279656,False,0.18769294315904872,
2025-01-24,291,#3,16.0,4.0,26.0,121.52,2025-01-24 03:00:00,2025-01-24 07:00:00,4.0,1.6094379124341005,4.808274281964574,False,0.16771606497180697,
2025-01-24,292,#9,27.0,3.375,30.0,173.16,2025-01-24 15:00:00,2025-01-24 23:00:00,8.0,1.4759065198095778,5.159974416926292,False,0.1749529191085386,
2025-01-24,286,#13,34.0,8.5,38.0,175.05,2025-01-24 00:00:00,2025-01-24 04:00:00,4.0,2.2512917986064958,5.170768045601061,False,0.1576535858400233,
2025-01-24,288,#21,25.0,4.166666666666667,42.0,165.47,2025-01-24 08:00:00,2025-01-24 14:00:00,6.0,1.642227735257091,5.114815113005919,False,0.16646471326167156,
2025-01-24,290,#26,44.0,5.5,34.0,179.24,2025-01-24 14:00:00,2025-01-24 22:00:00,8.0,1.8718021769015916,5.194289296123989,False,0.20804205547493765,
2025-01-25,303,#3,53.0,7.571428571428571,27.0,147.76,2025-01-25 16:00:00,2025-01-25 23:00:00,7.0,2.1484344131667874,5.0023342690568695,False,0.1910188771175248,
2025-01-25,305,#7,44.0,5.5,22.0,150.43,2025-01-25 08:00:00,2025-01-25 16:00:00,8.0,1.8718021769015916,5.020123471968565,False,0.1788370957597743,
2025-01-25,299,#13,17.0,5.666666666666667,23.0,103.64,2025-01-25 04:00:00,2025-01-25 07:00:00,3.0,1.8971199848858813,4.650525887708889,False,0.10847997359033135,
2025-01-25,301,#23,31.0,7.75,23.0,150.28,2025-01-25 00:00:00,2025-01-25 04:00:00,4.0,2.169053700369523,5.019132424350202,False,0.1658463998919682,
2025-01-25,302,#30,36.0,4.5,29.0,150.71,2025-01-25 14:00:00,2025-01-25 22:00:00,8.0,1.7047480922384253,5.021970803760001,False,0.20645207982188807,
2025-01-26,316,#3,43.0,6.142857142857143,31.0,167.75,2025-01-26 15:00:00,2025-01-26 22:00:00,7.0,1.9661128563728327,5.128418329752639,False,0.212522068801636,
2025-01-26,317,#7,24.0,4.8,22.0,177.5,2025-01-26 10:00:00,2025-01-26 15:00:00,5.0,1.7578579175523736,5.184588601219694,False,0.15407575782983546,
2025-01-26,313,#23,38.0,5.428571428571429,25.0,134.64,2025-01-26 00:00:00,2025-01-26 07:00:00,7.0,1.8607523407150064,4.910004317257438,False,0.1983712498804991,
2025-01-27,325,#1,61.0,7.625,25.0,175.15,2025-01-27 14:00:00,2025-01-27 22:00:00,8.0,2.1546649629174235,5.171335904787247,False,0.1760467509828435,
2025-01-27,328,#3,22.0,5.5,31.0,184.56,2025-01-27 00:00:00,2025-01-27 04:00:00,4.0,1.8718021769015916,5.223378279883543,False,0.20391756883580703,
2025-01-27,329,#7,25.0,4.166666666666667,20.0,119.92,2025-01-27 08:00:00,2025-01-27 14:00:00,6.0,1.642227735257091,4.795129169911258,False,0.12319552032168202,
2025-01-27,326,#23,18.0,3.6,21.0,149.09,2025-01-27 03:00:00,2025-01-27 08:00:00,5.0,1.5260563034950494,5.011235114168223,False,0.14263534610964762,
2025-01-28,341,#7,27.0,9.0,27.0,159.96,2025-01-28 00:00:00,2025-01-28 03:00:00,3.0,2.302585092994046,5.081155886911374,False,0.16753384269177446,
2025-01-28,337,#21,47.0,5.875,39.0,169.72,2025-01-28 08:00:00,2025-01-28 16:00:00,8.0,1.927891643552635,5.140024787553443,False,0.19706330888932055,
2025-01-28,339,#30,25.0,5.0,28.0,126.64,2025-01-28 14:00:00,2025-01-28 19:00:00,5.0,1.791759469228055,4.849213801410043,False,0.1924493315376789,
2025-01-28,338,#29,14.0,2.333333333333333,30.0,160.78,2025-01-28 16:00:00,2025-01-28 22:00:00,6.0,1.203972804325936,5.086237387589806,False,0.1201760381781124,
2025-01-29,352,#3,23.0,5.75,22.0,145.9,2025-01-29 00:00:00,2025-01-29 04:00:00,4.0,1.9095425048844383,4.989752083179832,False,0.17776608687311646,
2025-01-29,348,#21,25.0,3.571428571428572,25.0,112.39,2025-01-29 08:00:00,2025-01-29 15:00:00,7.0,1.5198257537444133,4.730833203983749,False,0.13857880834875053,
2025-01-29,350,#23,36.0,5.142857142857143,28.0,157.54,2025-01-29 16:00:00,2025-01-29 23:00:00,7.0,1.8152899666382487,5.06600692740901,False,0.21291445457556063,
2025-01-29,351,#25,17.0,2.125,31.0,138.82,2025-01-29 15:00:00,2025-01-29 23:00:00,8.0,1.1394342831883648,4.940355881083839,False,0.10294451631268997,
2025-01-30,365,#3,29.0,5.8,25.0,128.55,2025-01-30 00:00:00,2025-01-30 05:00:00,5.0,1.916922612182061,4.86406690700812,False,0.1917325003558945,
2025-01-30,362,#21,26.0,4.333333333333333,31.0,139.56,2025-01-30 08:00:00,2025-01-30 14:00:00,6.0,1.6739764335716716,4.945634443878841,False,0.20099730782431607,
2025-01-30,364,#26,55.0,6.111111111111111,29.0,142.79,2025-01-30 14:00:00,2025-01-30 23:00:00,9.0,1.9616585060234524,4.96835390183965,False,0.20829792236790834,
2025-01-31,373,#1,38.0,7.6,27.0,168.69,2025-01-31 16:00:00,2025-01-31 21:00:00,5.0,2.151762203259462,5.133973242984735,False,0.18663228850834612,
2025-01-31,376,#3,38.0,5.428571428571429,22.0,110.44,2025-01-31 00:00:00,2025-01-31 07:00:00,7.0,1.8607523407150064,4.71348632947155,False,0.12438244537099125,
2025-01-31,374,#21,39.0,4.875,28.0,171.3,2025-01-31 08:00:00,2025-01-31 16:00:00,8.0,1.770706060030223,5.149237143533884,False,0.20728845157081693,
2025-01-31,375,#22,14.0,2.0,35.0,153.26,2025-01-31 16:00:00,2025-01-31 23:00:00,7.0,1.0986122886681096,5.038639490505853,False,0.09706716478180871,
2025-02-01,386,#1,38.0,4.75,35.0,159.97,2025-02-01 08:00:00,2025-02-01 16:00:00,8.0,1.749199854809259,5.081218012218138,False,0.20457335720436776,
2025-02-01,389,#3,34.0,4.25,21.0,140.52,2025-02-01 00:00:00,2025-02-01 08:00:00,8.0,1.6582280766035324,4.95244104985153,False,0.15427460086733147,
2025-02-01,385,#15,31.0,4.428571428571429,32.0,177.52,2025-02-01 15:00:00,2025-02-01 22:00:00,7.0,1.6916760106710726,5.184700639761069,False,0.20016971315388526,
2025-02-01,388,#30,13.0,1.8571428571428568,34.0,167.32,2025-02-01 14:00:00,2025-02-01 21:00:00,7.0,1.0498221244986778,5.125866929549345,False,0.0869323647420116,
2025-02-02,398,#1,39.0,5.571428571428571,27.0,164.03,2025-02-02 08:00:00,2025-02-02 15:00:00,7.0,1.8827312474337816,5.106127275555476,False,0.20624131767640058,
2025-02-02,401,#3,40.0,5.714285714285714,26.0,140.94,2025-02-02 00:00:00,2025-02-02 07:00:00,7.0,1.9042374526547452,4.955404433096837,False,0.20485352132533263,
2025-02-02,402,#7,51.0,6.375,29.0,195.2,2025-02-02 15:00:00,2025-02-02 23:00:00,8.0,1.9980959022258835,5.279134547131263,False,0.18322349956336625,
2025-02-03,414,#5,41.0,4.555555555555555,27.0,147.18,2025-02-03 13:00:00,2025-02-03 22:00:00,9.0,1.7147984280919266,4.998427750988511,False,0.20626294482838303,
2025-02-03,415,#7,25.0,6.25,20.0,112.25,2025-02-03 00:00:00,2025-02-03 04:00:00,4.0,1.9810014688665836,4.729597764363144,False,0.10627111500837516,
2025-02-03,409,#21,29.0,4.833333333333333,29.0,142.36,2025-02-03 08:00:00,2025-02-03 14:00:00,6.0,1.7635885922613586,4.96535894922662,False,0.20707423284850734,
2025-02-04,423,#1,42.0,4.666666666666667,35.0,167.63,2025-02-04 13:00:00,2025-02-04 22:00:00,9.0,1.7346010553881064,5.127706965682093,False,0.20357658396757577,
2025-02-04,427,#3,13.0,3.25,27.0,86.22,2025-02-04 00:00:00,2025-02-04 04:00:00,4.0,1.4469189829363254,4.46843366241462,False,0.045566794917729414,
2025-02-04,424,#21,26.0,8.666666666666666,31.0,125.18,2025-02-04 11:00:00,2025-02-04 14:00:00,3.0,2.268683541318364,4.837709458942664,False,0.13533700418437772,
2025-02-05,440,#5,66.0,7.333333333333333,37.0,166.74,2025-02-05 13:00:00,2025-02-05 22:00:00,9.0,2.120263536200091,5.122415161556265,False,0.18648629997091876,
2025-02-05,437,#21,35.0,5.0,30.0,138.29,2025-02-05 07:00:00,2025-02-05 14:00:00,7.0,1.791759469228055,4.93655809069994,False,0.20876486503724279,
2025-02-05,439,#26,20.0,5.0,31.0,138.84,2025-02-05 00:00:00,2025-02-05 04:00:00,4.0,1.791759469228055,4.940498911907225,False,0.20882000418852398,
2025-02-06,448,#21,42.0,5.25,32.0,154.56,2025-02-06 08:00:00,2025-02-06 16:00:00,8.0,1.8325814637483104,5.047031509287547,False,0.21588544358621564,
2025-02-06,449,#23,14.0,3.5,27.0,141.26,2025-02-06 00:00:00,2025-02-06 04:00:00,4.0,1.5040773967762742,4.9576563693053695,False,0.18267814874085841,
2025-02-06,451,#26,13.0,3.25,31.0,104.64,2025-02-06 04:00:00,2025-02-06 08:00:00,4.0,1.4469189829363254,4.660037087428932,False,0.09640570971769791,
2025-02-06,452,#29,29.0,4.833333333333333,35.0,184.87,2025-02-06 16:00:00,2025-02-06 22:00:00,6.0,1.7635885922613586,5.225047504620262,False,0.19857307270753888,
2025-02-07,467,#9,10.0,1.4285714285714286,10.0,83.74,2025-02-07 16:00:00,2025-02-07 23:00:00,7.0,0.8873031950009028,4.439587745198413,True,-0.11948271754952511,"log_agc, log_transakce_za_hod"
2025-02-07,461,#17,26.0,6.5,39.0,158.14,2025-02-07 00:00:00,2025-02-07 04:00:00,4.0,2.0149030205422647,5.069784317949389,False,0.1876666134107567,
2025-02-07,462,#21,39.0,4.875,27.0,151.26,2025-02-07 08:00:00,2025-02-07 16:00:00,8.0,1.770706060030223,5.025589585878066,False,0.20676680333659153,
2025-02-07,464,#29,51.0,8.5,32.0,136.6,2025-02-07 16:00:00,2025-02-07 22:00:00,6.0,2.2512917986064958,4.924350925499243,False,0.16285503618786495,
2025-02-08,479,#5,34.0,4.25,32.0,164.01,2025-02-08 08:00:00,2025-02-08 16:00:00,8.0,1.6582280766035324,5.106006078124714,False,0.20488541173035507,
2025-02-08,474,#11,13.0,1.625,25.0,137.46,2025-02-08 15:00:00,2025-02-08 23:00:00,8.0,0.965080896043587,4.93058147524988,False,0.05871329696728966,
2025-02-08,475,#17,21.0,5.25,30.0,132.04,2025-02-08 03:00:00,2025-02-08 07:00:00,4.0,1.8325814637483104,4.890649834884672,False,0.19993477368641965,
2025-02-08,477,#29,39.0,4.875,28.0,130.71,2025-02-08 16:00:00,2025-02-09 00:00:00,8.0,1.770706060030223,4.880602536010955,False,0.19762644318846917,
2025-02-09,491,#5,38.0,5.428571428571429,41.0,172.47,2025-02-09 09:00:00,2025-02-09 16:00:00,7.0,1.8607523407150064,5.156004673773317,False,0.1914988499355028,
2025-02-09,488,#23,31.0,4.428571428571429,23.0,157.21,2025-02-09 00:00:00,2025-02-09 07:00:00,7.0,1.6916760106710726,5.063923264460972,False,0.18035128950364487,
2025-02-09,489,#26,39.0,5.571428571428571,34.0,179.17,2025-02-09 16:00:00,2025-02-09 23:00:00,7.0,1.8827312474337816,5.1939008496276085,False,0.20762191525611096,
2025-02-10,503,#3,20.0,5.0,34.0,127.81,2025-02-10 00:00:00,2025-02-10 04:00:00,4.0,1.791759469228055,4.858338450407997,False,0.17591490973282148,
2025-02-10,504,#5,71.0,7.888888888888889,42.0,181.98,2025-02-10 13:00:00,2025-02-10 22:00:00,9.0,2.184802057337662,5.209376857251389,False,0.14406308709027554,
